$no_asm,$no_8x8dct,$no_cabac,$no_deblock,$no_fast_pskip,$no_mbtree,$no_mixed_refs,$no_weightb,$rc_lookahead,$rc_lookahead_20,$rc_lookahead_40,$rc_lookahead_60,$ref,$ref_1,$ref_5,$ref_9,$<Performance
1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,432.757
1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,419.700
1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,628.757
1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,278.197
1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,247.693
1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,299.660
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,244.230
1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,264.287
1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,521.443
1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,276.030
1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,462.473
1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,310.697
1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,270.070
1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,260.497
1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,305.503
1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,575.700
1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,712.667
1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,262.643
1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,707.493
1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,278.077
1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,476.953
1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,419.820
1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,580.607
1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,773.670
1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,506.930
1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,369.810
1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,299.637
1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,434.643
1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,263.437
1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,305.480
1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,263.823
1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,370.770
1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,275.560
1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,304.900
1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,687.093
1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,556.340
1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,775.803
1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,571.350
1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,291.483
1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,414.173
1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,463.240
1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,741.207
1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,447.137
1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,496.780
1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,427.060
1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,246.580
1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,544.823
1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,571.397
1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,277.533
1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,263.847
1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,448.110
1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,730.010
1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,291.660
1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,607.627
1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,615.337
1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,310.777
1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,256.667
1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,433.267
1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,295.413
1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,687.147
1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,509.803
1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,428.083
1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,428.020
1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,407.687
1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,275.453
1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,279.130
1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,627.053
1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,446.640
1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,580.410
1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,627.113
1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,581.513
1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,279.777
1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,652.433
1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,611.600
1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,703.500
1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,462.570
1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,428.157
1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,254.033
1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,266.190
1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,511.343
1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,433.693
1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,493.960
1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,256.340
1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,783.777
1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,310.673
1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,275.310
1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,613.447
1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,266.273
1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,652.467
1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,275.927
1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,821.510
1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,564.063
1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,251.860
1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,310.580
1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,671.730
1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,260.550
1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,295.527
1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,444.520
1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,443.920
1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,508.710
1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,508.340
1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,817.340
1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,291.620
1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,249.640
1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,493.710
1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,726.890
1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,279.247
1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,581.243
1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,418.563
1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,518.143
1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,295.610
1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,561.373
1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,444.710
1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,370.557
1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,310.697
1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,672.373
1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,427.793
1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,305.383
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,310.287
1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,262.653
1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,287.107
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,616.133
1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,428.383
1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,506.223
1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,369.617
1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,299.707
1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,510.017
1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,455.493
1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,277.813
1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,775.663
1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,629.337
1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,690.590
1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,259.963
1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,515.687
1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,380.180
1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,666.493
1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,246.273
1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,433.223
1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,509.273
1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,275.973
1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,492.367
1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,449.133
1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,625.710
1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,262.567
1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,291.150
1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,295.503
1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,299.677
1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,493.987
1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,445.457
1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,535.860
1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,463.500
1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,511.733
1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,277.563
1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,612.970
1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,521.843
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,496.893
1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,562.923
1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,508.623
1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,651.203
1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,671.400
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,601.590
1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,462.627
1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,671.500
1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,687.600
1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,487.090
1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,447.423
1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,363.937
1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,420.010
1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,260.637
1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,671.550
1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,580.877
1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,275.387
1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,744.260
1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,712.540
1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,733.217
1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,604.887
1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,498.827
1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,611.433
1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,821.757
1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,286.400
1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,482.903
1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,515.663
1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,576.247
1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,713.577
1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,562.067
1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,266.113
1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,809.570
1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,497.333
1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,286.440
1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,555.580
1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,368.987
1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,286.457
1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,244.353
1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,408.627
1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,377.503
